IPFROM,IPTO,REGI,ASSIGX,CTRY,CNTRY,PAIS
1540620800,1540621055,RIPE,1232928000,PL,POL,POLAND
1540621056,1540621311,RIPE,1232928000,EU,EU,EUROPEAN
1540621312,1540621567,RIPE,1232928000,BA,BIH,BOSNIA
1540621568,1540621823,RIPE,1232928000,PL,POL,POLAND
1540621824,1540622079,RIPE,1233014400,RU,RUS,RUSSIAN
1540622080,1540622335,RIPE,1233014400,RU,RUS,RUSSIAN
1540622336,1540622591,RIPE,1233014400,KW,KWT,KUWAIT
1540622592,1540622847,RIPE,1233014400,PL,POL,POLAND
1540622848,1540623103,RIPE,1233014400,CZ,CZE,CZECH
1540623104,1540623359,RIPE,1233014400,SE,SWE,SWEDEN
1540623360,1540623615,RIPE,1233100800,GB,GBR,UNITED
1540623616,1540623871,RIPE,1233100800,BG,BGR,BULGARIA
1540623872,1540624127,RIPE,1233100800,RO,ROM,ROMANIA
1540624128,1540624383,RIPE,1233100800,CS,CS,Serbia
1540624384,1540624639,RIPE,1233187200,IR,IRN,IRAN
1540624640,1540624895,RIPE,1233187200,BG,BGR,BULGARIA
1540624896,1540625151,RIPE,1233187200,GB,GBR,UNITED
1540625152,1540625407,RIPE,1233187200,IR,IRN,IRAN
1540625408,1540625663,RIPE,1233187200,CZ,CZE,CZECH
1540625664,1540625919,RIPE,1233187200,FR,FRA,FRANCE
1540625920,1540626175,RIPE,1233273600,UA,UKR,UKRAINE
1540626176,1540626431,RIPE,1233273600,RO,ROM,ROMANIA
1540626432,1540626687,RIPE,1233273600,SI,SVN,SLOVENIA
1540626688,1540626943,RIPE,1233532800,PL,POL,POLAND
1540626944,1540627199,RIPE,1233532800,FR,FRA,FRANCE
1540627200,1540627455,RIPE,1233532800,PL,POL,POLAND
1540627456,1540627711,RIPE,1233532800,DK,DNK,DENMARK
1540627712,1540627967,RIPE,1233532800,CH,CHE,SWITZERLAND
1540627968,1540628223,RIPE,1233619200,PL,POL,POLAND
1540628224,1540628479,RIPE,1233792000,HR,HRV,CROATIA
1540628480,1540628735,RIPE,1233792000,KW,KWT,KUWAIT
1540628736,1540628991,RIPE,1233792000,PL,POL,POLAND
1540628992,1540629247,RIPE,1233792000,UA,UKR,UKRAINE
1540629248,1540629503,RIPE,1233878400,RO,ROM,ROMANIA
1540629504,1540629759,RIPE,1233878400,DK,DNK,DENMARK
1540629760,1540630015,RIPE,1233878400,BG,BGR,BULGARIA
1540630016,1540630271,RIPE,1233878400,UA,UKR,UKRAINE
1540630272,1540630527,RIPE,1233878400,RO,ROM,ROMANIA
1540630528,1540630783,RIPE,1233878400,CH,CHE,SWITZERLAND
1540630784,1540631039,RIPE,1233878400,CZ,CZE,CZECH
1540631040,1540631295,RIPE,1234137600,GB,GBR,UNITED
1540631296,1540631551,RIPE,1234137600,GB,GBR,UNITED
1540631552,1540631807,RIPE,1234137600,HR,HRV,CROATIA
1540632064,1540632319,RIPE,1234224000,GB,GBR,UNITED
1540632320,1540632575,RIPE,1234224000,CZ,CZE,CZECH
1540632576,1540632831,RIPE,1234224000,DK,DNK,DENMARK
1540632832,1540633087,RIPE,1234224000,GB,GBR,UNITED
1540633088,1540633343,RIPE,1234224000,RU,RUS,RUSSIAN
1540633344,1540633599,RIPE,1234310400,GB,GBR,UNITED
1540633600,1540633855,RIPE,1234310400,RO,ROM,ROMANIA
1540633856,1540634111,RIPE,1234310400,DE,DEU,GERMANY
1540634112,1540634367,RIPE,1234310400,FR,FRA,FRANCE
1540634368,1540634623,RIPE,1234396800,FR,FRA,FRANCE
1540634624,1540634879,RIPE,1234396800,UA,UKR,UKRAINE
1540634880,1540635135,RIPE,1234396800,RU,RUS,RUSSIAN
1540635136,1540635391,RIPE,1234396800,FR,FRA,FRANCE
1540635392,1540635647,RIPE,1234483200,RO,ROM,ROMANIA
1540635648,1540635903,RIPE,1234483200,RU,RUS,RUSSIAN
1540635904,1540636159,RIPE,1234483200,RU,RUS,RUSSIAN
1540636160,1540636415,RIPE,1234742400,RO,ROM,ROMANIA
1540636416,1540636671,RIPE,1234742400,LV,LVA,LATVIA
1540636672,1540636927,RIPE,1234742400,CZ,CZE,CZECH
1540636928,1540637183,RIPE,1234742400,UA,UKR,UKRAINE
1540637184,1540637439,RIPE,1234742400,RO,ROM,ROMANIA
1540637440,1540637695,RIPE,1234742400,SA,SAU,SAUDI
1540637696,1540637951,RIPE,1234742400,RU,RUS,RUSSIAN
1540637952,1540638207,RIPE,1234828800,SI,SVN,SLOVENIA
1540638208,1540638463,RIPE,1234828800,RO,ROM,ROMANIA
1540638464,1540638719,RIPE,1234828800,AM,ARM,ARMENIA
1540638720,1540638975,RIPE,1234828800,UA,UKR,UKRAINE
1543503872,1545601023,RIPE,1182988800,GB,GBR,UNITED
1545601024,1545863167,RIPE,1196208000,SE,SWE,SWEDEN
1545863168,1545895935,RIPE,1199318400,RU,RUS,RUSSIAN
1545895936,1545928703,RIPE,1199923200,BA,BIH,BOSNIA
1545928704,1545961471,RIPE,1200268800,SI,SVN,SLOVENIA
1545961472,1545994239,RIPE,1200614400,RU,RUS,RUSSIAN
1545994240,1546027007,RIPE,1201824000,CZ,CZE,CZECH
1546027008,1546059775,RIPE,1202428800,RU,RUS,RUSSIAN
1546059776,1546063871,RIPE,1203465600,SE,SWE,SWEDEN
1546063872,1546067967,RIPE,1203465600,DE,DEU,GERMANY
1546067968,1546072063,RIPE,1203552000,SE,SWE,SWEDEN
1546072064,1546076159,RIPE,1203552000,MD,MDA,MOLDOVA
1546076160,1546080255,RIPE,1203552000,RU,RUS,RUSSIAN
1546080256,1546084351,RIPE,1203638400,AZ,AZE,AZERBAIJAN
1546084352,1546088447,RIPE,1203638400,RU,RUS,RUSSIAN
1546088448,1546092543,RIPE,1204070400,DE,DEU,GERMANY
1546092544,1546096639,RIPE,1204156800,RU,RUS,RUSSIAN
1546096640,1546100735,RIPE,1204156800,IT,ITA,ITALY
1546100736,1546104831,RIPE,1204502400,RU,RUS,RUSSIAN
1546104832,1546108927,RIPE,1220918400,IE,IRL,IRELAND
1546108928,1546113023,RIPE,1204588800,GB,GBR,UNITED
1546113024,1546117119,RIPE,1204675200,RU,RUS,RUSSIAN
1546117120,1546121215,RIPE,1204675200,RU,RUS,RUSSIAN
1546121216,1546125311,RIPE,1205193600,GR,GRC,GREECE
1546125312,1546256383,RIPE,1195603200,GB,GBR,UNITED
1546256384,1546258431,RIPE,1196899200,RU,RUS,RUSSIAN
1546258432,1546260479,RIPE,1196899200,RU,RUS,RUSSIAN
1546260480,1546262527,RIPE,1196985600,RU,RUS,RUSSIAN
1546262528,1546264575,RIPE,1196985600,RU,RUS,RUSSIAN
1546264576,1546266623,RIPE,1197244800,GB,GBR,UNITED
1546266624,1546268671,RIPE,1197244800,RU,RUS,RUSSIAN
1546268672,1546270719,RIPE,1197331200,IR,IRN,IRAN
1546270720,1546272767,RIPE,1197417600,GB,GBR,UNITED
1546272768,1546274815,RIPE,1197417600,NO,NOR,NORWAY
1546274816,1546276863,RIPE,1197417600,SE,SWE,SWEDEN
1546276864,1546278911,RIPE,1197417600,GB,GBR,UNITED
1546278912,1546280959,RIPE,1197590400,RU,RUS,RUSSIAN
1546280960,1546283007,RIPE,1197590400,IT,ITA,ITALY
1546283008,1546285055,RIPE,1197590400,CH,CHE,SWITZERLAND
1546285056,1546287103,RIPE,1197590400,PL,POL,POLAND
1546287104,1546289151,RIPE,1197590400,GB,GBR,UNITED
1546289152,1546291199,RIPE,1197849600,RU,RUS,RUSSIAN
1546291200,1546293247,RIPE,1197849600,AT,AUT,AUSTRIA
1546293248,1546295295,RIPE,1197849600,GB,GBR,UNITED
1546295296,1546297343,RIPE,1197849600,SE,SWE,SWEDEN
1546297344,1546299391,RIPE,1197936000,RU,RUS,RUSSIAN
1546299392,1546301439,RIPE,1197936000,GB,GBR,UNITED
1546301440,1546303487,RIPE,1198022400,LU,LUX,LUXEMBOURG
1546303488,1546305535,RIPE,1198022400,CH,CHE,SWITZERLAND
1546305536,1546307583,RIPE,1198022400,DE,DEU,GERMANY
1546307584,1546309631,RIPE,1198022400,NL,NLD,NETHERLANDS
1546309632,1546311679,RIPE,1198195200,RU,RUS,RUSSIAN
1546311680,1546313727,RIPE,1198195200,FR,FRA,FRANCE
1546313728,1546315775,RIPE,1198454400,DE,DEU,GERMANY
1546315776,1546317823,RIPE,1198713600,NL,NLD,NETHERLANDS
1546317824,1546319871,RIPE,1198800000,CH,CHE,SWITZERLAND
1546319872,1546321919,RIPE,1199059200,CS,CS,Serbia
1546321920,1546323967,RIPE,1199232000,RU,RUS,RUSSIAN
1546323968,1546326015,RIPE,1199318400,NO,NOR,NORWAY
1546326016,1546328063,RIPE,1199318400,ES,ESP,SPAIN
1546328064,1546330111,RIPE,1220832000,CZ,CZE,CZECH
1546330112,1546332159,RIPE,1199404800,SE,SWE,SWEDEN
1546332160,1546334207,RIPE,1199404800,GB,GBR,UNITED
1546334208,1546336255,RIPE,1199664000,DE,DEU,GERMANY
1546336256,1546338303,RIPE,1199750400,CZ,CZE,CZECH
1546338304,1546340351,RIPE,1199750400,GB,GBR,UNITED
1546340352,1546342399,RIPE,1199836800,DK,DNK,DENMARK
1546342400,1546344447,RIPE,1199836800,TR,TUR,TURKEY
1546344448,1546346495,RIPE,1199923200,DK,DNK,DENMARK
1546346496,1546348543,RIPE,1200009600,AT,AUT,AUSTRIA
1546348544,1546350591,RIPE,1208390400,DE,DEU,GERMANY
1546350592,1546352639,RIPE,1200268800,PL,POL,POLAND
1546352640,1546354687,RIPE,1200268800,DK,DNK,DENMARK
1546354688,1546356735,RIPE,1200268800,FR,FRA,FRANCE
1546356736,1546358783,RIPE,1200355200,AM,ARM,ARMENIA
1546358784,1546360831,RIPE,1200355200,PL,POL,POLAND
1546360832,1546362879,RIPE,1200441600,RU,RUS,RUSSIAN
1546362880,1546364927,RIPE,1200528000,RU,RUS,RUSSIAN
1546364928,1546366975,RIPE,1200528000,SA,SAU,SAUDI
1546366976,1546369023,RIPE,1200528000,DK,DNK,DENMARK
1546369024,1546371071,RIPE,1200528000,RU,RUS,RUSSIAN
1546371072,1546373119,RIPE,1200528000,IS,ISL,ICELAND
1546373120,1546375167,RIPE,1200614400,HU,HUN,HUNGARY
1546375168,1546377215,RIPE,1200614400,GB,GBR,UNITED
1546377216,1546379263,RIPE,1200614400,CH,CHE,SWITZERLAND
1546379264,1546381311,RIPE,1200614400,ES,ESP,SPAIN
1546381312,1546383359,RIPE,1200873600,DK,DNK,DENMARK
1546383360,1546385407,RIPE,1200873600,IT,ITA,ITALY
1546385408,1546387455,RIPE,1200873600,FR,FRA,FRANCE
1546387456,1546518527,RIPE,1197849600,TR,TUR,TURKEY
1546518528,1546649599,RIPE,1198108800,KZ,KAZ,KAZAKHSTAN
1546649600,1546665983,RIPE,1194825600,SA,SAU,SAUDI
1546665984,1546682367,RIPE,1194912000,GB,GBR,UNITED
1546682368,1546698751,RIPE,1194998400,BE,BEL,BELGIUM
1546698752,1546715135,RIPE,1195084800,NL,NLD,NETHERLANDS
1546715136,1546731519,RIPE,1196035200,LV,LVA,LATVIA
1546731520,1546747903,RIPE,1196121600,FR,FRA,FRANCE
1546747904,1546764287,RIPE,1197417600,RU,RUS,RUSSIAN
1546764288,1546780671,RIPE,1197504000,UA,UKR,UKRAINE
1546780672,1546797055,RIPE,1197849600,IR,IRN,IRAN
1546797056,1546813439,RIPE,1197849600,DE,DEU,GERMANY
1546813440,1546829823,RIPE,1197936000,RU,RUS,RUSSIAN
1546829824,1546846207,RIPE,1198022400,RU,RUS,RUSSIAN
1546846208,1546862591,RIPE,1198195200,RU,RUS,RUSSIAN
1546862592,1546878975,RIPE,1198195200,GE,GEO,GEORGIA
1546878976,1546895359,RIPE,1199232000,DE,DEU,GERMANY
1546895360,1546911743,RIPE,1199836800,IE,IRL,IRELAND
1546911744,1546928127,RIPE,1200528000,SK,SVK,SLOVAKIA
1546928128,1546944511,RIPE,1200614400,GB,GBR,UNITED
1546944512,1546960895,RIPE,1201564800,UA,UKR,UKRAINE
1546960896,1546977279,RIPE,1202428800,HU,HUN,HUNGARY
1546977280,1546993663,RIPE,1202947200,MK,MKD,MACEDONIA
1546993664,1547010047,RIPE,1203033600,RU,RUS,RUSSIAN
1547010048,1547026431,RIPE,1203033600,SI,SVN,SLOVENIA
1547026432,1547042815,RIPE,1203033600,NL,NLD,NETHERLANDS
1547042816,1547059199,RIPE,1204243200,ES,ESP,SPAIN
1547059200,1547075583,RIPE,1204502400,RU,RUS,RUSSIAN
1547075584,1547091967,RIPE,1204588800,GB,GBR,UNITED
1547091968,1547108351,RIPE,1204675200,GE,GEO,GEORGIA
1547108352,1547124735,RIPE,1204761600,RU,RUS,RUSSIAN
1547124736,1547141119,RIPE,1205107200,MK,MKD,MACEDONIA
1547141120,1547157503,RIPE,1205452800,RO,ROM,ROMANIA
1547157504,1547173887,RIPE,1205712000,PL,POL,POLAND
1547173888,1547436031,RIPE,1195430400,ES,ESP,SPAIN
1547436032,1547440127,RIPE,1196380800,AT,AUT,AUSTRIA
1547440128,1547444223,RIPE,1196380800,AL,ALB,ALBANIA
1547444224,1547448319,RIPE,1196380800,IT,ITA,ITALY
1547448320,1547452415,RIPE,1196380800,SK,SVK,SLOVAKIA
1547452416,1547456511,RIPE,1196380800,IT,ITA,ITALY
1547456512,1547460607,RIPE,1196380800,RU,RUS,RUSSIAN
1547460608,1547464703,RIPE,1196640000,GB,GBR,UNITED
1547464704,1547468799,RIPE,1196640000,GB,GBR,UNITED
1547468800,1547472895,RIPE,1196726400,PL,POL,POLAND
1547472896,1547476991,RIPE,1196726400,DK,DNK,DENMARK
1547476992,1547481087,RIPE,1196726400,ES,ESP,SPAIN
1547481088,1547485183,RIPE,1196726400,UA,UKR,UKRAINE
1547485184,1547489279,RIPE,1196812800,IE,IRL,IRELAND
1547489280,1547493375,RIPE,1196812800,DE,DEU,GERMANY
1547493376,1547497471,RIPE,1196985600,RS,SRB,Serbia
1547497472,1547501567,RIPE,1197244800,GB,GBR,UNITED
1547501568,1547505663,RIPE,1197244800,TR,TUR,TURKEY
1547505664,1547509759,RIPE,1197244800,RU,RUS,RUSSIAN
1547509760,1547513855,RIPE,1197417600,LT,LTU,LITHUANIA
1547513856,1547517951,RIPE,1197504000,AT,AUT,AUSTRIA
1547517952,1547522047,RIPE,1197504000,RU,RUS,RUSSIAN
1547522048,1547526143,RIPE,1197936000,CZ,CZE,CZECH
1547526144,1547530239,RIPE,1198022400,HU,HUN,HUNGARY
1547530240,1547534335,RIPE,1198022400,HU,HUN,HUNGARY
1547534336,1547538431,RIPE,1198195200,FR,FRA,FRANCE
1547538432,1547542527,RIPE,1198195200,DE,DEU,GERMANY
1547542528,1547546623,RIPE,1198713600,FR,FRA,FRANCE
1547546624,1547550719,RIPE,1199232000,IR,IRN,IRAN
1547550720,1547554815,RIPE,1199318400,IE,IRL,IRELAND
1547554816,1547558911,RIPE,1199318400,AT,AUT,AUSTRIA
1547558912,1547563007,RIPE,1199923200,IL,ISR,ISRAEL
1547563008,1547567103,RIPE,1200441600,NL,NLD,NETHERLANDS
1547567104,1547571199,RIPE,1200528000,GB,GBR,UNITED
1547571200,1547575295,RIPE,1200528000,AT,AUT,AUSTRIA
1547575296,1547579391,RIPE,1200528000,NO,NOR,NORWAY
1547579392,1547583487,RIPE,1200873600,RU,RUS,RUSSIAN
1547583488,1547587583,RIPE,1200960000,KG,KGZ,KYRGYZSTAN
1547587584,1547591679,RIPE,1200960000,IT,ITA,ITALY
1547591680,1547595775,RIPE,1201046400,EE,EST,ESTONIA
1547595776,1547599871,RIPE,1201046400,JO,JOR,JORDAN
1547599872,1547603967,RIPE,1201046400,LT,LTU,LITHUANIA
1547603968,1547608063,RIPE,1216857600,RU,RUS,RUSSIAN
1547608064,1547612159,RIPE,1201132800,LB,LBN,LEBANON
1547612160,1547616255,RIPE,1201219200,IR,IRN,IRAN
1547616256,1547620351,RIPE,1201478400,DK,DNK,DENMARK
1547620352,1547624447,RIPE,1217376000,JE,JEY,JERSEY
1547624448,1547628543,RIPE,1201478400,CZ,CZE,CZECH
1547628544,1547632639,RIPE,1201478400,BG,BGR,BULGARIA
1547632640,1547636735,RIPE,1201478400,TR,TUR,TURKEY
1547636736,1547640831,RIPE,1201651200,SI,SVN,SLOVENIA
1547640832,1547644927,RIPE,1201737600,LB,LBN,LEBANON
1547644928,1547649023,RIPE,1201737600,CZ,CZE,CZECH
1547649024,1547653119,RIPE,1201824000,RU,RUS,RUSSIAN
1547653120,1547657215,RIPE,1202342400,LV,LVA,LATVIA
1547657216,1547661311,RIPE,1202342400,LU,LUX,LUXEMBOURG
1547661312,1547665407,RIPE,1202342400,LV,LVA,LATVIA
1547665408,1547669503,RIPE,1202342400,GB,GBR,UNITED
1547669504,1547673599,RIPE,1202774400,AT,AUT,AUSTRIA
1547673600,1547677695,RIPE,1202860800,RU,RUS,RUSSIAN
1547677696,1547681791,RIPE,1202860800,RU,RUS,RUSSIAN
1547681792,1547685887,RIPE,1203033600,RU,RUS,RUSSIAN
1547685888,1547689983,RIPE,1203292800,AT,AUT,AUSTRIA
1547689984,1547694079,RIPE,1203292800,IT,ITA,ITALY
1547694080,1547698175,RIPE,1205193600,HU,HUN,HUNGARY
1547698176,1548222463,RIPE,1182211200,NL,NLD,NETHERLANDS
1548222464,1548746751,RIPE,1185494400,DE,DEU,GERMANY
1548746752,1549271039,RIPE,1187136000,RO,ROM,ROMANIA
1549271040,1549795327,RIPE,1192579200,FR,FRA,FRANCE
1549795328,1550057471,RIPE,1190764800,AE,ARE,UNITED
1550057472,1550188543,RIPE,1207267200,RU,RUS,RUSSIAN
1550188544,1550319615,RIPE,1207267200,FR,FRA,FRANCE
1550319616,1550581759,RIPE,1190937600,CH,CHE,SWITZERLAND
1550581760,1550843903,RIPE,1193097600,NL,NLD,NETHERLANDS
1550843904,1550974975,RIPE,1191456000,UA,UKR,UKRAINE
1550974976,1551106047,RIPE,1192406400,RO,ROM,ROMANIA
1551106048,1551237119,RIPE,1193270400,DE,DEU,GERMANY
1551237120,1551368191,RIPE,1194220800,GR,GRC,GREECE
1551368192,1551499263,RIPE,1194307200,NL,NLD,NETHERLANDS
1551499264,1551630335,RIPE,1194912000,EU,EU,EUROPEAN
1551630336,1551761407,RIPE,1195171200,RU,RUS,RUSSIAN
1551761408,1551892479,RIPE,1211414400,RU,RUS,RUSSIAN
1551892480,1556086783,RIPE,1184198400,FR,FRA,FRANCE
1556086784,1558183935,RIPE,1192579200,DE,DEU,GERMANY
1558183936,1558708223,RIPE,1193616000,DE,DEU,GERMANY
1558708224,1559232511,RIPE,1193788800,GB,GBR,UNITED
1559232512,1559240703,RIPE,1195084800,IL,ISR,ISRAEL
1559240704,1559248895,RIPE,1195430400,BA,BIH,BOSNIA
1559248896,1559257087,RIPE,1195516800,LV,LVA,LATVIA
1559257088,1559265279,RIPE,1195516800,UA,UKR,UKRAINE
1559265280,1559273471,RIPE,1195603200,RU,RUS,RUSSIAN
1559273472,1559281663,RIPE,1196294400,CZ,CZE,CZECH
1559281664,1559289855,RIPE,1196035200,RU,RUS,RUSSIAN
1559289856,1559298047,RIPE,1196035200,SK,SVK,SLOVAKIA
1559298048,1559306239,RIPE,1196380800,RU,RUS,RUSSIAN
1559306240,1559314431,RIPE,1196812800,JO,JOR,JORDAN
1559314432,1559322623,RIPE,1197504000,GE,GEO,GEORGIA
1559322624,1559330815,RIPE,1197504000,RU,RUS,RUSSIAN
1559330816,1559339007,RIPE,1197849600,BA,BIH,BOSNIA
1559339008,1559347199,RIPE,1197849600,RU,RUS,RUSSIAN
1559347200,1559355391,RIPE,1197936000,SE,SWE,SWEDEN
1559355392,1559363583,RIPE,1198108800,RU,RUS,RUSSIAN
1559363584,1559371775,RIPE,1198108800,RU,RUS,RUSSIAN
1559371776,1559379967,RIPE,1198713600,RU,RUS,RUSSIAN
1559379968,1559388159,RIPE,1198713600,RU,RUS,RUSSIAN
1559388160,1559396351,RIPE,1198713600,UA,UKR,UKRAINE
1559396352,1559404543,RIPE,1198713600,GB,GBR,UNITED
1559404544,1559412735,RIPE,1199318400,FI,FIN,FINLAND
1559412736,1559420927,RIPE,1199750400,IR,IRN,IRAN
1559420928,1559429119,RIPE,1199836800,HR,HRV,CROATIA
1559429120,1559437311,RIPE,1199923200,FR,FRA,FRANCE
1559437312,1559445503,RIPE,1200009600,AT,AUT,AUSTRIA
1559445504,1559453695,RIPE,1200355200,RU,RUS,RUSSIAN
1559453696,1559461887,RIPE,1200528000,RU,RUS,RUSSIAN
1559461888,1559470079,RIPE,1201564800,IT,ITA,ITALY
1559470080,1559478271,RIPE,1201651200,RU,RUS,RUSSIAN
1559478272,1559486463,RIPE,1201651200,CZ,CZE,CZECH
1559486464,1559494655,RIPE,1201824000,DK,DNK,DENMARK
1559494656,1559502847,RIPE,1202083200,SE,SWE,SWEDEN
1559502848,1559511039,RIPE,1202169600,PL,POL,POLAND
1559511040,1559519231,RIPE,1202169600,SI,SVN,SLOVENIA
1559519232,1559527423,RIPE,1202169600,UA,UKR,UKRAINE
1559527424,1559535615,RIPE,1202256000,CS,CS,Serbia
1559535616,1559543807,RIPE,1202256000,GB,GBR,UNITED
1559543808,1559551999,RIPE,1202256000,SE,SWE,SWEDEN
1559552000,1559560191,RIPE,1202342400,RU,RUS,RUSSIAN
1559560192,1559568383,RIPE,1202428800,SK,SVK,SLOVAKIA
1559568384,1559576575,RIPE,1202688000,RU,RUS,RUSSIAN
1559576576,1559584767,RIPE,1202688000,HU,HUN,HUNGARY
1559584768,1559592959,RIPE,1202774400,KG,KGZ,KYRGYZSTAN
1559592960,1559601151,RIPE,1203033600,FR,FRA,FRANCE
1559601152,1559609343,RIPE,1203292800,IT,ITA,ITALY
1559609344,1559617535,RIPE,1206403200,SK,SVK,SLOVAKIA
1559617536,1559625727,RIPE,1207180800,GB,GBR,UNITED
1559625728,1559633919,RIPE,1207267200,DK,DNK,DENMARK
1559633920,1559642111,RIPE,1208304000,IT,ITA,ITALY
1559642112,1559650303,RIPE,1208476800,RU,RUS,RUSSIAN
1559650304,1559658495,RIPE,1208736000,IT,ITA,ITALY
1559658496,1559666687,RIPE,1208822400,RU,RUS,RUSSIAN
1559666688,1559674879,RIPE,1208908800,RU,RUS,RUSSIAN
1559674880,1559683071,RIPE,1208390400,ES,ESP,SPAIN
1559683072,1559691263,RIPE,1209340800,CH,CHE,SWITZERLAND
1559691264,1559756799,RIPE,1208476800,BG,BGR,BULGARIA
1559756800,1559789567,RIPE,1194825600,AT,AUT,AUSTRIA
1559789568,1559822335,RIPE,1194912000,RU,RUS,RUSSIAN
1559822336,1559838719,RIPE,1203552000,UA,UKR,UKRAINE
1559838720,1559855103,RIPE,1208736000,UA,UKR,UKRAINE
1559855104,1559887871,RIPE,1195084800,HU,HUN,HUNGARY
1559887872,1559920639,RIPE,1195516800,PT,PRT,PORTUGAL
1559920640,1559953407,RIPE,1195603200,LU,LUX,LUXEMBOURG
1559953408,1559986175,RIPE,1195776000,MT,MLT,MALTA
1559986176,1560018943,RIPE,1195776000,IE,IRL,IRELAND
1560018944,1560051711,RIPE,1196035200,DE,DEU,GERMANY
1560051712,1560084479,RIPE,1196208000,RU,RUS,RUSSIAN
1560084480,1560117247,RIPE,1196294400,GR,GRC,GREECE
1560117248,1560150015,RIPE,1196640000,CZ,CZE,CZECH
1560150016,1560182783,RIPE,1197417600,NL,NLD,NETHERLANDS
1560182784,1560215551,RIPE,1197590400,SE,SWE,SWEDEN
1560215552,1560248319,RIPE,1198454400,RU,RUS,RUSSIAN
1560248320,1560281087,RIPE,1198800000,RU,RUS,RUSSIAN
1560281088,1562378239,RIPE,1193702400,FR,FRA,FRANCE
1562378240,1564475391,RIPE,1203897600,IT,ITA,ITALY
1564475392,1564999679,RIPE,1205712000,IT,ITA,ITALY
1564999680,1565523967,RIPE,1207267200,UA,UKR,UKRAINE
1565523968,1565655039,RIPE,1202169600,RU,RUS,RUSSIAN
1565655040,1565786111,RIPE,1202428800,AT,AUT,AUSTRIA
1565786112,1565917183,RIPE,1202860800,BY,BLR,BELARUS
1565917184,1566048255,RIPE,1205280000,CS,CS,Serbia
1566048256,1566052351,RIPE,1204588800,RU,RUS,RUSSIAN
1566052352,1566056447,RIPE,1205280000,RU,RUS,RUSSIAN
1566056448,1566060543,RIPE,1205280000,IT,ITA,ITALY
1566060544,1566064639,RIPE,1205366400,UA,UKR,UKRAINE
1566064640,1566068735,RIPE,1205452800,RU,RUS,RUSSIAN
1566068736,1566072831,RIPE,1205712000,AZ,AZE,AZERBAIJAN
1566072832,1566076927,RIPE,1205798400,IT,ITA,ITALY
1566076928,1566081023,RIPE,1205798400,IT,ITA,ITALY
1566081024,1566085119,RIPE,953942400,RU,RUS,RUSSIAN
1566085120,1566089215,RIPE,1206403200,NL,NLD,NETHERLANDS
1566089216,1566093311,RIPE,1206403200,RU,RUS,RUSSIAN
1566093312,1566097407,RIPE,1206403200,RU,RUS,RUSSIAN
1566097408,1566101503,RIPE,1206403200,GB,GBR,UNITED
1566101504,1566105599,RIPE,1206576000,RU,RUS,RUSSIAN
1566105600,1566109695,RIPE,1206576000,DE,DEU,GERMANY
1566109696,1566113791,RIPE,1206576000,CH,CHE,SWITZERLAND
1566113792,1566117887,RIPE,1206662400,DE,DEU,GERMANY
1566117888,1566121983,RIPE,1207008000,TR,TUR,TURKEY
1566121984,1566126079,RIPE,1207008000,NO,NOR,NORWAY
1566126080,1566130175,RIPE,1207008000,IT,ITA,ITALY
1566130176,1566134271,RIPE,1207094400,TR,TUR,TURKEY
1566134272,1566138367,RIPE,1207180800,GB,GBR,UNITED
1566138368,1566142463,RIPE,1207267200,CZ,CZE,CZECH
1566142464,1566146559,RIPE,1207699200,NO,NOR,NORWAY
1566146560,1566150655,RIPE,1207699200,GB,GBR,UNITED
1566150656,1566154751,RIPE,1207699200,CZ,CZE,CZECH
1566154752,1566158847,RIPE,1207699200,HU,HUN,HUNGARY
1566158848,1566162943,RIPE,1208131200,RU,RUS,RUSSIAN
1566162944,1566167039,RIPE,1208217600,PL,POL,POLAND
1566167040,1566171135,RIPE,1208217600,UA,UKR,UKRAINE
1566171136,1566175231,RIPE,1208304000,HU,HUN,HUNGARY
1566175232,1566179327,RIPE,1208304000,IE,IRL,IRELAND
1566179328,1566183423,RIPE,1208304000,DK,DNK,DENMARK
1566183424,1566187519,RIPE,1208304000,ES,ESP,SPAIN
1566187520,1566191615,RIPE,1208304000,RU,RUS,RUSSIAN
1566191616,1566195711,RIPE,1208476800,FI,FIN,FINLAND
1566195712,1566199807,RIPE,1208476800,AL,ALB,ALBANIA
1566199808,1566203903,RIPE,1208736000,RU,RUS,RUSSIAN
1566203904,1566207999,RIPE,1208822400,RU,RUS,RUSSIAN
1566208000,1566212095,RIPE,1208822400,DK,DNK,DENMARK
1566212096,1566216191,RIPE,1208822400,DE,DEU,GERMANY
1566216192,1566220287,RIPE,1209081600,SE,SWE,SWEDEN
1566220288,1566224383,RIPE,1208908800,CZ,CZE,CZECH
1566224384,1566228479,RIPE,1208908800,DE,DEU,GERMANY
1566228480,1566232575,RIPE,1208908800,GB,GBR,UNITED
1566232576,1566236671,RIPE,1208995200,RU,RUS,RUSSIAN
1566236672,1566240767,RIPE,1208995200,RU,RUS,RUSSIAN
1566240768,1566244863,RIPE,1209081600,RU,RUS,RUSSIAN
1566244864,1566248959,RIPE,1209340800,RU,RUS,RUSSIAN
1566248960,1566253055,RIPE,1209340800,GB,GBR,UNITED
1566253056,1566257151,RIPE,1209427200,GB,GBR,UNITED
1566257152,1566261247,RIPE,1209686400,CZ,CZE,CZECH
1566261248,1566265343,RIPE,1209686400,TR,TUR,TURKEY
